fold,block,metric,base,arm,delta_pct
validation,rolechg,attempts,7.786020176474673,7.768417530286914,0.22608015120413327
validation,rolechg,attempts::cold,10.423784691317016,10.419581775047975,0.04032044399902013
validation,rolechg,attempts::rank1,6.605794541480743,6.617376682067966,-0.17533304305019648
validation,rolechg,carries,2.9037666209822057,2.9060804088551047,-0.07968229458179543
validation,rolechg,carries::cold,2.3797114164749105,2.3462005064599984,1.4081921775436101
validation,rolechg,carries::rank1,2.881915345866796,2.8849722726215608,-0.10607274634728547
validation,rolechg,passing_yards,65.79915432097044,65.4891066415783,0.471203137170606
validation,rolechg,passing_yards::cold,70.20828766710521,67.82470317923352,3.395018689493645
validation,rolechg,passing_yards::rank1,61.10268362702678,60.82230094615409,0.45887130356525585
validation,rolechg,receiving_yards,16.768784957434555,16.834233510742127,-0.3902999142377128
validation,rolechg,receiving_yards::cold,13.398606123114666,13.622421122072772,-1.6704349460052503
validation,rolechg,receiving_yards::rank1,20.88759342569874,20.924841818089973,-0.17832783141693564
validation,rolechg,receptions,1.2774383761182257,1.2762615385532394,0.09212480124187739
validation,rolechg,receptions::cold,1.089691828458212,1.0881979679630842,0.13709018055512168
validation,rolechg,receptions::rank1,1.5198812977250369,1.518816343621788,0.07006824183196647
validation,rolechg,rushing_yards,16.27543665188311,16.27625535981742,-0.005030328536315132
validation,rolechg,rushing_yards::cold,14.938901126105057,14.875194244441277,0.42644958371439445
validation,rolechg,rushing_yards::rank1,17.038721178636035,17.075572902276544,-0.21628221539722325
validation,rolechg,targets,1.617777840034946,1.6147872838582258,0.18485580051310624
validation,rolechg,targets::cold,1.3809730911467737,1.3795357058724216,0.104084958900863
validation,rolechg,targets::rank1,1.9285281188609489,1.9208173438795162,0.39982694086860837
test,rolechg,attempts,7.878008035944918,7.887812340948443,-0.1244515740373986
test,rolechg,attempts::rank1,6.845753996726127,6.758248981531779,1.2782377987318183
test,rolechg,carries,2.8770193204190253,2.8965347368724568,-0.6783206603766967
test,rolechg,carries::cold,2.6454614378776795,2.6628229194175903,-0.65627422465242
test,rolechg,carries::rank1,2.992514870403488,3.027496238302001,-1.1689622078234319
test,rolechg,passing_yards,62.25165183867365,62.24320369511644,0.013570954838437732
test,rolechg,passing_yards::rank1,58.29012376811774,57.99687855828112,0.5030787222260358
test,rolechg,receiving_yards,16.428978455796322,16.4024344734877,0.161568063285511
test,rolechg,receiving_yards::cold,11.647045002931739,11.487231460739956,1.372138101566156
test,rolechg,receiving_yards::rank1,19.977214806459237,20.034715101415728,-0.2878293871971582
test,rolechg,receptions,1.2759885435211533,1.2765578600635665,-0.04461768448500436
test,rolechg,receptions::cold,0.9141862668523382,0.921001470873142,-0.7454940276306443
test,rolechg,receptions::rank1,1.5156964229012295,1.5163004323660154,-0.03985029295179299
test,rolechg,rushing_yards,17.222116838292777,17.212535674320915,0.055632905419378265
test,rolechg,rushing_yards::cold,13.111895318936996,12.998132143636562,0.8676333400567282
test,rolechg,rushing_yards::rank1,19.53843652014717,19.528139957336986,0.052699010995915785
test,rolechg,targets,1.6259188984514508,1.626075928595944,-0.00965793217870825
test,rolechg,targets::cold,1.209992264526323,1.2099475030967755,0.0036993153476938545
test,rolechg,targets::rank1,1.9340875676505571,1.9315076038836152,0.13339436177007835
